"","Category","Type","Organisation","Organisation_type","Country","City","Source"
"1211","Divestment","Full","Catholic University of Eastern Africa","Faith-based Organization","Kenya","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1212","Divestment","Full","Karuna Mission Social Solidarity (KMSS) - Caritas Myanmar","Faith-based Organization","Myanmar","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1213","Divestment","Full","Hermanitas de la Asunción","Faith-based Organization","Spain","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1214","Divestment","Full","Diocese of Arundel & Brighton","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1215","Divestment","Full","Sisters of St Josephs of Peace (UK Province)","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1216","Divestment","Full","United Reformed Church Northern Synod","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1217","Divestment","Full","United Reformed Church Mersey Synod","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1218","Divestment","Full","Trinity United Church, Ringwood","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1219","Divestment","Full","Westminster College, Cambridge","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1220","Divestment","Full","Lancaster Methodist Church","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1221","Divestment","Full","Stroud Methodist Church","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1222","Divestment","Full","Banner Cross Methodist Church","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1223","Divestment","Full","Wellspring Wirksworth","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1224","Divestment","Full","Dronfield Baptist Church","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1225","Divestment","Full","St Peter and St Pauls, Chaldon","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1226","Divestment","Full","Oasis Churches and Global Charity","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1227","Divestment","Full","Sussex East Quaker Area Meeting","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1228","Divestment","Full","North East Thames Quaker Trust","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1229","Divestment","Full","York Quaker Area Meeting","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1230","Divestment","Full","Hereford Quaker Local Meeting","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1231","Divestment","Full","Triratna Buddhist Community Highlands","Faith-based Organization","United Kingdom","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1232","Divestment","Full","Franciscan Action Network","Faith-based Organization","USA","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1233","Divestment","Full","George Washington University","Educational Institution","USA","Washington","https://gwtoday.gwu.edu/gw-eliminate-all-fossil-fuel-investments-endowment"
"1234","Divestment","Coal and Tar Sands Only","The British monarchy","Other","United Kingdom","London","https://www.westernstandardonline.com/2020/06/queen-elizabeth-looking-to-make-her-cash-more-green-pulling-out-of-oil-sands/"
"1235","Divestment","Full","Southampton Solent University","Educational Institution","United Kingdom","Southampton","https://www.solent.ac.uk/news/solent-pledges-to-never-invest-in-fossil-fuels"
"1236","Divestment","Full","University of Roehampton","Educational Institution","United Kingdom","Roehampton","https://www.roehampton.ac.uk/globalassets/documents/corporate-information/policies/investment-policy-2020.pdf"
"1237","Divestment","Full","University of Manchester","Educational Institution","United Kingdom","Manchester","https://www.staffnet.manchester.ac.uk/news/display/?id=24211"
"1238","Divestment","Full","Fine Law Firm","For Profit Corporation","USA","--","https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904"
"1239","Divestment","Full","Cornell University","Educational Institution","USA","Ithaca","https://cornellsun.com/2020/05/24/cornell-will-effectively-divest-from-fossil-fuels-heres-everything-you-need-to-know/"
"1240","Divestment","Full","University of Vermont","Educational Institution","USA","--","https://www.uvm.edu/sites/default/files/Office-of-Sustainability/SWG_Report_and_Recommendation_07-14-20.pdf"
"1241","Divestment","Full","New York State Common Retirement Fund","Pension Fund","USA","New York","https://www.nytimes.com/2020/12/09/nyregion/new-york-pension-fossil-fuels.html"
"1242","Divestment","Coal and Tar Sands Only","National Employment Savings Trust","Pension Fund","United Kingdom","London","https://www.nestpensions.org.uk/schemeweb/nest/nestcorporation/news-press-and-policy/press-releases/Nest-going-net-zero-to-support-green-recovery.html"
"1243","Divestment","Coal Only","Minnesota State Board of Investments","Pension Fund","USA","Saint-Paul","http://www.citypages.com/news/minnesota-quietly-decides-to-divest-from-coal/570995391"
"1244","Divestment","Full","University of Tasmania","Educational Institution","Australia","--","https://www.utas.edu.au/latest-news/utas-homepage-news/university-to-change-investment-strategy-to-support-delivery-of-a-zero-carbon-world"
"1245","Divestment","Full","University of Illinois","Educational Institution","USA","Urbana","https://www.news-gazette.com/news/local/university-illinois/uis-new-climate-action-plan-includes-divestment-from-fossil-fuel/article_a77e26fa-eae9-5559-9e8f-7fa667a5c8c4.html"
"1246","Divestment","Full","University of Dundee","Educational Institution","United Kingdom","Dundee","https://www.dundee.ac.uk/stories/university-divest-fossil-fuel-companies"
"1247","Divestment","Coal and Tar Sands Only","Kempen Capital Management","For Profit Corporation","UK","--","https://www.pensionsage.com/pa/Kempen-targets-net-zero-emission-investments-by-2050.php"
"1248","Divestment","Full","Congregation of Our Lady, Canonesses of St Augustine (UK Delegation)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/"
"1249","Divestment","Full","Mill Hill Missionaries (British Region)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/"
"1250","Divestment","Full","Sisters of the Holy Cross (English Province)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/"
"1251","Divestment","Full","Society of the Sacred Heart (England and Wales Province)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/"
"1252","Divestment","Full","The Sisters of St Andrew in England","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/"
"1253","Divestment","Full","St Mary's Walthamstow","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/"
"1254","Divestment","Full","Trinity Methodist Church, Chelmsford","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/"
"1255","Divestment","Full","Southern Synod","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/"
"1256","Divestment","Full","Thames North Synod","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/"
"1257","Divestment","Full","Bangor University","Educational Institution","UK","--","https://www.bangor.ac.uk/sustainability/documents/Declaration-on-Fossil-Fuels.pdf"
"1258","Divestment","Full","University of Cambridge","Educational Institution","UK","--","https://www.cam.ac.uk/news/cambridge-to-divest-from-fossil-fuels-with-net-zero-plan?ucam-ref=home-carousel"
"1259","Divestment","Full","Lakehead University","Educational Institution","Canada","Thunder Bay","https://www.lakeheadu.ca/about/news-and-events/news/archive/2020/node/61934"
"1260","Divestment","Fossil Free","Comissão Arquidiocesana de Justiça e Paz de Luanda","Faith-based Organization","Angola","--","--"
"1261","Divestment","Partial","Colegio de Graduados en Cooperativismo y Mutualismo","Faith-based Organization","Argentina","--","--"
"1262","Divestment","Full","Potencialidades y Centro de Paz Jardín del Corazón","Faith-based Organization","Argentina","--","--"
"1263","Divestment","Fossil Free","Ong Ambiental Cima","Faith-based Organization","Argentina","--","--"
"1264","Divestment","Fossil Free","COMECE - Commission of the Bishops' Conferences of the European Union","Faith-based Organization","Belgium","--","--"
"1265","Divestment","Fossil Free","SICSAL - Servicio Internacional Cristiano de Solidaridad con los pueblos de América Latina «Óscar Romero»","Faith-based Organization","Colombia","--","--"
"1266","Divestment","Full","Žít Laudato si' Česká republika","Faith-based Organization","Czech Republic","--","--"
"1267","Divestment","Fossil Free","St.Joseph Church","Faith-based Organization","India","--","--"
"1268","Divestment","Fossil Free","Sisters of Our Lady of Apostles","Faith-based Organization","Ireland","--","--"
"1269","Divestment","Fossil Free","English Province of the Congregation of Christian Brothers","Faith-based Organization","Ireland","--","--"
"1270","Divestment","Fossil Free","Monastery of St Alphonsus","Faith-based Organization","Ireland","--","--"
"1271","Divestment","Full","Balally parish","Faith-based Organization","Ireland","--","--"
"1272","Divestment","Full","Forum Internazionale Azione Cattolica","Faith-based Organization","Italy","--","--"
"1273","Divestment","Fossil Free","JPIC Commission USG-UISG","Faith-based Organization","Italy","--","--"
"1274","Divestment","Fossil Free","World Union of Catholic Women's Organisations","Faith-based Organization","Italy","--","--"
"1275","Divestment","Fossil Free","Capuchin Charities","Faith-based Organization","Kenya","--","--"
"1276","Divestment","Full","Franciscan Servants of Mary Queen of Love","Faith-based Organization","Kenya","--","--"
"1277","Divestment","Fossil Free","Little Sisters of St. Joseph","Faith-based Organization","Kenya","--","--"
"1278","Divestment","Fossil Free","Sisters of Mercy Learning and Spiritual Centre","Faith-based Organization","Kenya","--","--"
"1279","Divestment","Fossil Free","Religious of the Sacred Heart of Jesus","Faith-based Organization","Kenya","--","--"
"1280","Divestment","Full","Technologies for the Economical Development","Faith-based Organization","Lesotho","--","--"
"1281","Divestment","Fossil Free","Creation Justice Commission","Faith-based Organization","Malaysia","--","--"
"1282","Divestment","Fossil Free","CEDEHU - Centro de Desarrollo Humano","Faith-based Organization","Mexico","--","--"
"1283","Divestment","Fossil Free","Vasco de Quiroga: Presencia en el Siglo XXI","Faith-based Organization","Mexico","--","--"
"1284","Divestment","Full","Cristo Misionero del Padre","Faith-based Organization","Peru","--","--"
"1285","Divestment","Fossil Free","Proclade Perú-Bolivia","Faith-based Organization","Peru","--","--"
"1286","Divestment","Fossil Free","Grupo ecológico Salesiano ECOMA","Faith-based Organization","República Dominicana","--","--"
"1287","Divestment","Full","Nuestra Señora del Perpetuo Socorro","Faith-based Organization","Spain","--","--"
"1288","Divestment","Fossil Free","Diocese of Victoria","Faith-based Organization","Spain","--","--"
"1289","Divestment","Fossil Free","Claretian Missionaries","Faith-based Organization","Sri Lanka","--","--"
"1290","Divestment","Fossil Free","Caritas Asia","Faith-based Organization","Thailand","--","--"
"1291","Divestment","Full","Dominican Sisters of Mary","Faith-based Organization","Uganda","--","--"
"1292","Divestment","Fossil Free","Kikandwa Environmental Association","Faith-based Organization","Uganda","--","--"
"1293","Divestment","Fossil Free","YouFra Uganda","Faith-based Organization","Uganda","--","--"
"1294","Divestment","Full","Congregation of Our Lady, Canonesses of St Augustine (UK Delegation)","Faith-based Organization","United Kingdom","--","--"
"1295","Divestment","Fossil Free","Mill Hill Missionaries (British Region)","Faith-based Organization","United Kingdom","--","--"
"1296","Divestment","Fossil Free","Sisters of the Holy Cross (English Province)","Faith-based Organization","United Kingdom","--","--"
"1297","Divestment","Full","Society of the Sacred Heart (England and Wales Province)","Faith-based Organization","United Kingdom","--","--"
"1298","Divestment","Full","The Sisters of St Andrew in England","Faith-based Organization","United Kingdom","--","--"
"1299","Divestment","Fossil Free","St Mary's Walthamstow","Faith-based Organization","United Kingdom","--","--"
"1300","Divestment","Fossil Free","Trinity Methodist Church, Chelmsford","Faith-based Organization","United Kingdom","--","--"
"1301","Divestment","Fossil Free","Southern Synod","Faith-based Organization","United Kingdom","--","--"
"1302","Divestment","Fossil Free","Thames North Synod","Faith-based Organization","United Kingdom","--","--"
"1303","Divestment","Full","Association of U.S. Catholic Priests","Faith-based Organization","US","--","--"
"1304","Divestment","Full","FADICA - Foundations and Donors Interested in Catholic Activities","Faith-based Organization","US","--","--"
